;id;author_id;created_at;lang;text;classific;score
423;134;3.992.304.582;2022-07-21 23:54:56+00:00;pt;"finalmente tomei a 3a dose da AstraZeneca e tenho certeza que a vacina tá se vingando pelo tempo que eu demorei;;;";positivo;0.6822033898305082
425;135;51.977.873.593.601.200.000;2022-07-21 23:54:55+00:00;pt;"RT @rafaelbboa: Estão prontos para um país saindo de FALIDO para SUPERAVITÁRIO em apenas 4 anos - sendo 3 vivendo em meio a uma GUERRA MUND…;;;";positivo;0.7812500000000012
427;136; - ; - ;pt;"O coordenador para o vírus da Casa Branca, Dr. Ashish Jha, disse para à NBC News que o presidente Biden está """"cansado"""" e com """"nariz escorrendo e tosse seca""""."";;;";positivo;0.667040358744394
428;137;3.992.304.582;2022-07-21 23:54:56+00:00;pt;"finalmente tomei a 3a dose da AstraZeneca e tenho certeza que a vacina tá se vingando pelo tempo que eu demorei;;;";positivo;0.6822033898305082
430;138;51.977.873.593.601.200.000;2022-07-21 23:54:55+00:00;pt;"RT @rafaelbboa: Estão prontos para um país saindo de FALIDO para SUPERAVITÁRIO em apenas 4 anos - sendo 3 vivendo em meio a uma GUERRA MUND…;;;";positivo;0.7812500000000012
432;139; - ; - ;pt;"O coordenador para o vírus da Casa Branca, Dr. Ashish Jha, disse para à NBC News que o presidente Biden está """"cansado"""" e com """"nariz escorrendo e tosse seca""""."";;;";positivo;0.667040358744394
433;140;3.992.304.582;2022-07-21 23:54:56+00:00;pt;finalmente tomei a 3a dose da AstraZeneca e tenho certeza que a vacina tá se vingando pelo tempo que eu demorei;positivo;0.6822033898305082
435;141;51.977.873.593.601.200.000;2022-07-21 23:54:55+00:00;pt;RT @rafaelbboa: Estão prontos para um país saindo de FALIDO para SUPERAVITÁRIO em apenas 4 anos - sendo 3 vivendo em meio a uma GUERRA MUND…;positivo;0.7812500000000012
437;142; - ; - ;pt;"O coordenador para o vírus da Casa Branca, Dr. Ashish Jha, disse para à NBC News que o presidente Biden está """"cansado"""" e com """"nariz escorrendo e tosse seca""""."",;;;";positivo;0.667040358744394
438;143;3.992.304.582;2022-07-21 23:54:56+00:00;pt;finalmente tomei a 3a dose da AstraZeneca e tenho certeza que a vacina tá se vingando pelo tempo que eu demorei;positivo;0.6822033898305082
440;144;5.197.787.359;2022-07-21 23:54:55+00:00;pt;"RT @rafaelbboa: Estão prontos para um país saindo de FALIDO para SUPERAVITÁRIO em apenas 4 anos - sendo 3 vivendo em meio a uma GUERRA MUND…;";positivo;0.7812500000000012
442;145; - ; - ;pt;"O coordenador para o vírus da Casa Branca  Dr. Ashish Jha  disse para à NBC News que o presidente Biden está """"cansado"""" e com """"nariz escorrendo e tosse seca""""."";";positivo;0.667040358744394
